Item,Division
BIM Coordination,MECHANICAL / PLUMBING
Water Softener,MECHANICAL / PLUMBING
Plumbing (Office),MECHANICAL / PLUMBING
Garage Plumbing  Drains,MECHANICAL / PLUMBING
Fire Sprinkler System (NFPA 13R at units  NFPA 13 Clubhouse),MECHANICAL / PLUMBING
Water Sub‐Meters,MECHANICAL / PLUMBING
Provide Sched 10 pipe ILO Sched 40 pipe for Fire Sprinkler,MECHANICAL / PLUMBING
Building Plumbing,MECHANICAL / PLUMBING
HVAC  Office Area,MECHANICAL / PLUMBING
HVAC  Warehouse,MECHANICAL / PLUMBING
Fire Sprinkler,MECHANICAL / PLUMBING
Dishwasher EZ Brakets,MECHANICAL / PLUMBING
Plumbing Fixtures  Allowance,MECHANICAL / PLUMBING
Fire Protection (With above),MECHANICAL / PLUMBING
Mechanical System  Included in the Borrowers Soft Cost Budget,MECHANICAL / PLUMBING
Plumbing Labor and Materials  Allowance,MECHANICAL / PLUMBING
Navien Tankless Water Heaters with Recirculating Pumps,MECHANICAL / PLUMBING
Fire Protection & Alarm  EFSR,MECHANICAL / PLUMBING
Controls,MECHANICAL / PLUMBING
HVAC SYSTEMS,MECHANICAL / PLUMBING
Elevator Cab Finish Allowance,CONVEYING SYSTEMS
Elevator  MRL Traction,CONVEYING SYSTEMS
Elevator Flooring (Allowance),CONVEYING SYSTEMS
Elevator cab finish  Allowance,CONVEYING SYSTEMS
2 stop elevator 1000 lbs capacity,CONVEYING SYSTEMS
Trash Chutes  Phase 2  Allowance,CONVEYING SYSTEMS
Elevators (3 elevators),CONVEYING SYSTEMS
Conveying Systems,CONVEYING SYSTEMS
 includes a single trash chute in garage (5 floors),CONVEYING SYSTEMS
Conveying Equipment,CONVEYING SYSTEMS
Comparable Pricing  CONVEYING SYSTEMS,CONVEYING SYSTEMS
Elevators  Parking Garage (2ea 3500lb),CONVEYING SYSTEMS
Laundry and Linen Chute,CONVEYING SYSTEMS
Electric Traction Elevators,CONVEYING SYSTEMS
Elevator Cab Interiors,CONVEYING SYSTEMS
Elevators (Includes 4 Elevators),CONVEYING SYSTEMS
Building Elevators,CONVEYING SYSTEMS
Vertical Lift,CONVEYING SYSTEMS
Trash Chutes (includes (2) 24 chutes),CONVEYING SYSTEMS
VRC (listed as $3200000),CONVEYING SYSTEMS
Chutes (1 Trash 1 Recycling),CONVEYING SYSTEMS
Trash Chutes,CONVEYING SYSTEMS
Cab Finishes  Allowance (laminate walls stainless ceilings),CONVEYING SYSTEMS
Div 14  Conveying Systems  Comparable Pricing,CONVEYING SYSTEMS
Elevators  Phase 2  Allowance,CONVEYING SYSTEMS
CONVEYING SYSTEMS TOTAL,CONVEYING SYSTEMS
Elevators  Hotel (1 ea 3500lb and 4500lb),CONVEYING SYSTEMS
Elevator Cab Finishes  Allowance,CONVEYING SYSTEMS
Elevator (Building #14 only),CONVEYING SYSTEMS
Vertical Wheelchair Lift,CONVEYING SYSTEMS
Elevators,CONVEYING SYSTEMS
Elevator Cab Finishes,CONVEYING SYSTEMS
#3  2story 2500lb capacity elevator,CONVEYING SYSTEMS
Elevators (Schindler 3300 MRL  3500lbs 150fpm),CONVEYING SYSTEMS
Elevator,CONVEYING SYSTEMS
Pool Deck  Patio,SPECIAL CONSTRUCTION
Exterior Awnings & Canopies (Material Only),SPECIAL CONSTRUCTION
Water Features  Pool  Allowance,SPECIAL CONSTRUCTION
Sauna,SPECIAL CONSTRUCTION
Pool & Spa (colored quartz plaster both pools),SPECIAL CONSTRUCTION
Trellis (one shade structure at SE corner of townhome building),SPECIAL CONSTRUCTION
DriveThru Menu Canopy ,SPECIAL CONSTRUCTION
Pool & Pool Deck,SPECIAL CONSTRUCTION
Glass Railing (Amenity and pool glass rail),SPECIAL CONSTRUCTION
interior Glass Railing with polished glass edges,SPECIAL CONSTRUCTION
Canopy,SPECIAL CONSTRUCTION
Special Construction,SPECIAL CONSTRUCTION
Pool Fencing,SPECIAL CONSTRUCTION
Pool Cabana,SPECIAL CONSTRUCTION
Sumer Kitchen,SPECIAL CONSTRUCTION
Drive Thur Menu Canopies,SPECIAL CONSTRUCTION
MAIL KIOSK,SPECIAL CONSTRUCTION
Summer Kitchen  Gas Fire Pit,SPECIAL CONSTRUCTION
Pool House,SPECIAL CONSTRUCTION
POOL AREA #2,SPECIAL CONSTRUCTION
POOL AREA #1  POOL DECK,SPECIAL CONSTRUCTION
POOL AREA #1,SPECIAL CONSTRUCTION
Trellis,SPECIAL CONSTRUCTION
Pool & Spa  Allowance,SPECIAL CONSTRUCTION
Awnings,SPECIAL CONSTRUCTION
Pedestrian Enclosure,SPECIAL CONSTRUCTION
Sound Proofing  Allowance,SPECIAL CONSTRUCTION
Pool Deck,SPECIAL CONSTRUCTION
SPECIAL CONSTRUCTION TOTAL,SPECIAL CONSTRUCTION
exterior Glass Railings with polished glass edges,SPECIAL CONSTRUCTION
Electeonic Safety & Security,SPECIAL CONSTRUCTION
POOL AREA #1  STRUCTURES,SPECIAL CONSTRUCTION
Pool & Spa (pools to be designbuild and approved by owner),SPECIAL CONSTRUCTION
Envelope Mockup,SPECIAL CONSTRUCTION
POOL AREA #1  UNALLOCATED,SPECIAL CONSTRUCTION
Installation of 84x50 basket ball court (Allowance),SPECIAL CONSTRUCTION
Pool,SPECIAL CONSTRUCTION
Avadek Canopies  Trellis,SPECIAL CONSTRUCTION
Swimming Pool and Deck,SPECIAL CONSTRUCTION
Carports (119 spaces),SPECIAL CONSTRUCTION
BelowGrade Swimming Pools,SPECIAL CONSTRUCTION
Glass Railing (75 linear feet of glass railing at pools and 3 gates),SPECIAL CONSTRUCTION
Maintenance Building,SPECIAL CONSTRUCTION
Drive Thur Clearance Bar,SPECIAL CONSTRUCTION
Swimming Pool,SPECIAL CONSTRUCTION
Water Features  Pool  Phase 2  Allowance,SPECIAL CONSTRUCTION
 Slabongrade,SPECIAL CONSTRUCTION
Firestop  Allowance,SPECIAL CONSTRUCTION
Pool & Spa,SPECIAL CONSTRUCTION
Site,SPECIAL CONSTRUCTION
Gate House,SPECIAL CONSTRUCTION
 POOLS  SPAS  FOUNTAINS,SPECIAL CONSTRUCTION
 Standing Seam Roofing,SPECIAL CONSTRUCTION
LEASING OFFICE  CLUBHOUSE  UNALLOCATED,SPECIAL CONSTRUCTION
 Steel Structure,SPECIAL CONSTRUCTION
Comparable Pricing  SPECIAL CONSTRUCTION,SPECIAL CONSTRUCTION
Swimming Pool w Infinity Edge & Integrated Spa  Allowance,SPECIAL CONSTRUCTION
Security Lanes (listed as $300000),SPECIAL CONSTRUCTION
 POOL DECK,SPECIAL CONSTRUCTION
Div 13  Special Construction  Comparable Pricing,SPECIAL CONSTRUCTION
Awnings (Three 60 steel awnings),SPECIAL CONSTRUCTION
Water Feature Sculpture (Allowance),SPECIAL CONSTRUCTION
Pool Courtyard,SPECIAL CONSTRUCTION
Coal Shed Stabilization,SPECIAL CONSTRUCTION
Swimming Pool & Deck,SPECIAL CONSTRUCTION
Trellis (at Courtyards and Dog Park)  Allowance,SPECIAL CONSTRUCTION
Pavers at Pool,SPECIAL CONSTRUCTION
Water Features,SPECIAL CONSTRUCTION
POOL AREA #1  POOL,SPECIAL CONSTRUCTION
Pool  Allowance,SPECIAL CONSTRUCTION
Sauna  Steam Room,SPECIAL CONSTRUCTION
Office  Apt Area,SPECIAL CONSTRUCTION
Faux Wood Blinds (2 white smooth),FURNISHINGS
Blinds  Material  Labor (2 faux wood blinds),FURNISHINGS
FURNISHINGS TOTAL,FURNISHINGS
Provide and install shades in select areas (Allowance),FURNISHINGS
Blinds  Material  Labor,FURNISHINGS
Blinds ‐ Material  Labor,FURNISHINGS
Window Treatments  Phase 2  Allowance,FURNISHINGS
WINDOW TREATMENTS  LEASING OFFICE  CLUBHOUSE,FURNISHINGS
Furnishings,FURNISHINGS
Mason Co  Wilsonart Isolation Panel,FURNISHINGS
Motorized Shades (Allowance),FURNISHINGS
Comparable Pricing  FURNISHINGS,FURNISHINGS
Mason Co  Wilsonart Isolation Panels,FURNISHINGS
Mason Co  SaniSlope Floor Seal,FURNISHINGS
Window Treatments  Allowance,FURNISHINGS
Window Furnishing,FURNISHINGS
Blinds  Material  Labor (2 faux wood),FURNISHINGS
Wine Room Storage System,FURNISHINGS
Window Coverings,FURNISHINGS
MiniBlinds,FURNISHINGS
Mason Co  Discount,FURNISHINGS
Div 12  Furnishings  Comparable Pricing,FURNISHINGS
Blinds  Material  Labor (2 cordless faux wood blinds),FURNISHINGS
Mason Co  SS Stall Front w Glass,FURNISHINGS
Window Blinds,FURNISHINGS
Mason Co  S&H,FURNISHINGS
Royston Cabinets Counters & Shelving,FURNISHINGS
Amenity Blinds (3% openness manual solar shades),FURNISHINGS
Site Furnishings,FURNISHINGS
Lobby Leasing Desk (Allowance),FURNISHINGS
Window Treatments,FURNISHINGS
Candy Bar Cases,FURNISHINGS
Dock Equipment  Dock Bumpers,EQUIPMENT
CLUB  Camera System,EQUIPMENT
CLUB  Mailboxes,EQUIPMENT
Beverage Equipment,EQUIPMENT
Loading Dock Equipment includes the following,EQUIPMENT
loading dock shelters  control panels  flex neck LED dock lights,EQUIPMENT
Appliances,EQUIPMENT
Amenity Appliances,EQUIPMENT
dock levelers 50000lb capacity  dock bumpers  vehicle restraints,EQUIPMENT
EQUIPMENT TOTAL,EQUIPMENT
DOCK EQUIP,EQUIPMENT
Fueling Station,EQUIPMENT
Washers and Dryers,EQUIPMENT
Div 11  Equipment  Comparable Pricing,EQUIPMENT
Vacuum System from JCG Enterprises,EQUIPMENT
Comparable Pricing  EQUIPMENT,EQUIPMENT
CLUB  Fireplace,EQUIPMENT
TurnKey Equipment Install,EQUIPMENT
Intstall Owners Equip,EQUIPMENT
Dishwasher,EQUIPMENT
Traffic control gates,EQUIPMENT
CLUB  Furnishings,EQUIPMENT
Appliance Package,EQUIPMENT
Kitchen Appliances,EQUIPMENT
KITCHEN APPLIANCES  LEASING OFFICE  CLUBHOUSE,EQUIPMENT
Appliance Installation,EQUIPMENT
Microwave  Vent Hood,EQUIPMENT
light communication kits  corner view communication systems,EQUIPMENT
30 Range  Oven,EQUIPMENT
Equipment  Appliances,EQUIPMENT
Dockbumpers   Allowance,EQUIPMENT
CLUB  Miscellaneous,EQUIPMENT
Trash Compactor,EQUIPMENT
APT  Appliances,EQUIPMENT
Dock Equipment,EQUIPMENT
Building #1     $87890,EQUIPMENT
CLUB  Distributed Music System,EQUIPMENT
Install Owners Equipment ,EQUIPMENT
Kitchen Appliances  Allowance,EQUIPMENT
Vent Hood Surround Allowance,EQUIPMENT
Disposals,EQUIPMENT
Food service equipment,EQUIPMENT
Residential Appliances,EQUIPMENT
Dock Equipment  Dock Levelers,EQUIPMENT
Kitchen Appliances (Whirlpool  stainless steel appliances),EQUIPMENT
Amenity Appliances  Allowance,EQUIPMENT
CLUB  Video System,EQUIPMENT
Wine Cooler,EQUIPMENT
Window Washing Equipment,EQUIPMENT
Repairs,EQUIPMENT
Cabinets and Worktables,EQUIPMENT
Refrigeration Equipment,EQUIPMENT
Appliances Allowance,EQUIPMENT
Refrigerator,EQUIPMENT
LOADING DOCK EQUIPMENT,EQUIPMENT
Parking Control Equipment,EQUIPMENT
safety trailer stands,EQUIPMENT
Washer  Dryer,EQUIPMENT
Residential Appliances (Whirlpool  stainless),EQUIPMENT
Kitchen Appliances  Phase 2  Allowance,EQUIPMENT
Kitchen Appliances (Whirlpool stainless steel appliances),EQUIPMENT
7’ x 8’ mechanical type levelers with 4” bumpers at all truck dock locations,EQUIPMENT
CLUB  Fitness Room,EQUIPMENT
CLUB  Appliances,EQUIPMENT
Furnish and Install Appliances (Allowance),EQUIPMENT
FreezerCoolerRefrigeration,EQUIPMENT
Cranes (10ton Bridge Crane),EQUIPMENT
Equipment,EQUIPMENT
Grill Pizza Oven Table  Allowance,EQUIPMENT
Playground Equipment (Allow),EQUIPMENT
Washers and Dryers (Whirlpool  white),EQUIPMENT
Appliances  Allowance,EQUIPMENT
CLUB  Theater,EQUIPMENT
Wall mouonted digital display  Allowance,EQUIPMENT
LEASING OFFICE  CLUBHOUSE  KITCHEN APPLIANCES,EQUIPMENT
Dock Bumpers,EQUIPMENT
Stair Allowance,SPECIALTIES
Specialties,SPECIALTIES
Allowance for Wine Storage glass wall with doors,SPECIALTIES
Ansul System & Extinguishers,SPECIALTIES
Mirrors Supply & Install  Allowance,SPECIALTIES
Fire Protection Specialties,SPECIALTIES
Fireplaces  Allowance  1 gas fireplace & 1 electric fireplace,SPECIALTIES
Wall mounted hand santizing station  Allowance,SPECIALTIES
Knox Box Materials,SPECIALTIES
Fire Extinguishers,SPECIALTIES
Finish Hdw Labor,SPECIALTIES
Miscellaneous,SPECIALTIES
Mirror & glass,SPECIALTIES
Mail boxes  Allowance,SPECIALTIES
Pressure Washing Parking,SPECIALTIES
Outdoor Fireplace,SPECIALTIES
Toilet paper dispenser,SPECIALTIES
Mirrors,SPECIALTIES
Provide and Install fire pit (Allowance),SPECIALTIES
Laundry Chute,SPECIALTIES
Monument Sign Allowance,SPECIALTIES
Corner Guards  Chair Rails,SPECIALTIES
Misc Items  Building Shell,SPECIALTIES
Identification Devices,SPECIALTIES
Misc Specialties,SPECIALTIES
Fire Extinguishers and Cabintes,SPECIALTIES
Building Miscellaneous,SPECIALTIES
Way finding signage,SPECIALTIES
Custom House Numbers  Allowance,SPECIALTIES
SPECAILTIES,SPECIALTIES
Toilet Accessories  Allowance,SPECIALTIES
Mailboxes  Phase 2  Allowance,SPECIALTIES
Hardware  Allowance,SPECIALTIES
Toilet Accessories & Partitions ,SPECIALTIES
Living Screens,SPECIALTIES
SPECIALTIES TOTAL,SPECIALTIES
Paper towel dispenser,SPECIALTIES
Bath Accessories,SPECIALTIES
Fireplace Surround,SPECIALTIES
Fire Extinguishers and Cabinets,SPECIALTIES
Mailboxes (Owner Furnished),SPECIALTIES
Address Letters,SPECIALTIES
Toilet Partitions & Accessories,SPECIALTIES
Amenity Bath Hardware,SPECIALTIES
Toilet PartitionsAccessories,SPECIALTIES
Knox Box  Phase 2  Allowance,SPECIALTIES
Shower Enclosures,SPECIALTIES
Fireplace,SPECIALTIES
Residential Mirrors  Framed,SPECIALTIES
Fire Extinguisher,SPECIALTIES
Knox Box,SPECIALTIES
Clubhouse and Miscellaneous Mirrors,SPECIALTIES
POOL AREA #1  POOL AREA ACCESSORIES,SPECIALTIES
SteelCaged Ladders,SPECIALTIES
Channel  Bollards  Bumpers  Column Protectors,SPECIALTIES
Specialties (canopies and fire extinguishers),SPECIALTIES
Mailboxes  Allowance,SPECIALTIES
Postal Specialties,SPECIALTIES
CLUB  Blinds,SPECIALTIES
Grab bars,SPECIALTIES
CLUB  Building Signage,SPECIALTIES
Building Sign Allowance,SPECIALTIES
Common Area Fire Extinguishers (unit fire extinguishers excluded),SPECIALTIES
BATH ACCESSORIES  LEASING OFFICE  CLUBHOUSE,SPECIALTIES
 Fire Specialties  Furnish & Install Knox Boxes  Allowance,SPECIALTIES
Finish Hardware  Bath Accessories,SPECIALTIES
Tenant Signage  Allowance,SPECIALTIES
Custom Mailbox  Allowance,SPECIALTIES
Mirrors and Shower Doors  Allowance,SPECIALTIES
 Core Restroom  Allowance,SPECIALTIES
Miscellaneous Specialties,SPECIALTIES
SPECIALTIES  includes $55000 in Allowances for signage,SPECIALTIES
Miscellaneous Recreational Amenities,SPECIALTIES
Specialtyies,SPECIALTIES
Lockers and Benches,SPECIALTIES
Mailboxes (38 front loading mail & parcel boxes),SPECIALTIES
Interior Signage,SPECIALTIES
Allowance for glass shelves,SPECIALTIES
Toilet Accessories  Phase 2  Allowance,SPECIALTIES
 Fire Specialties  Furnish & Install Knox Boxes,SPECIALTIES
Living Room  Installation of 84 Heat & Glo FDN7BAY,SPECIALTIES
Restroom Accessories,SPECIALTIES
Wall & Corner Guards,SPECIALTIES
Curtain Track L&M,SPECIALTIES
Wall & Door Protection,SPECIALTIES
SPECIALTIES  INCLUDES $54600 ALLOWANCE  SIGNAGE,SPECIALTIES
Soap Dispenser,SPECIALTIES
Extinguishers and Knox Box,SPECIALTIES
APT  Shelving,SPECIALTIES
Glass Railing,SPECIALTIES
Garage Bollard  Allowance,SPECIALTIES
Postal Boxes,SPECIALTIES
Glass Shelves,SPECIALTIES
Building Signage (building wayfinding and safety),SPECIALTIES
Toilet Compartments  Allowance,SPECIALTIES
Fireplaces,SPECIALTIES
Fire Extinguishers & Cabinets,SPECIALTIES
Fireplace (Box & Surround)  Allowance,SPECIALTIES
Bathroom Acessories,SPECIALTIES
Building Specialties,SPECIALTIES
Mirror (8x3)  Allowance,SPECIALTIES
Glasswork  Turnkey (mirrors etc),SPECIALTIES
Fire Extinguisher Cabinets,SPECIALTIES
Glass & Mirror,SPECIALTIES
Finish Hardware (Bath Cabinet and Door),SPECIALTIES
Fire Pit  Allowance,SPECIALTIES
Directory (NIC),SPECIALTIES
Toilet and Bath Accessories,SPECIALTIES
Toilet Accessories & Fire Extinguishers,SPECIALTIES
Accessories,SPECIALTIES
Wardrobe & Closet Specialties,SPECIALTIES
Furnish Closet and Misc Hardware (Allowance),SPECIALTIES
VE  Delete Baby Changing Stations,SPECIALTIES
Knox Box FE etc,SPECIALTIES
Knox Boxes,SPECIALTIES
Toilet Compartments,SPECIALTIES
Toilet Partitions,SPECIALTIES
mirrors at all bathrooms vanities,SPECIALTIES
Site Miscellanious Items (Mailboxes Bike Racks Flag Pole Signs),SPECIALTIES
Knox box  Allowance,SPECIALTIES
Garage Striping  Signage,SPECIALTIES
Comparable Pricing  SPECIALTIES,SPECIALTIES
Fireplaces and Fire Pits,SPECIALTIES
Toilet & Bath Accessories,SPECIALTIES
Fireplace Supply & Install,SPECIALTIES
Monument Signage,SPECIALTIES
Toilet Bath & Laundry Accessories,SPECIALTIES
Fireplaces (Allowance for fireplaces in Clubroom and Foyer),SPECIALTIES
City of Houston Permit Fee ($125ea) SS pan flashing for exhaust ($500ea),SPECIALTIES
Toilet & Bathroom Accessories,SPECIALTIES
Misc Items  Interiors,SPECIALTIES
Allowance for Fitness Room Mirror,SPECIALTIES
Fire Extinguishers (Corridors only with semi recessed cabinets),SPECIALTIES
Glass (Mirrors and Shower Doors),SPECIALTIES
Roof Access Ladder & Hatch,SPECIALTIES
Exterior Signage,SPECIALTIES
Shower Doors  Mirror Glass,SPECIALTIES
APT  Building Signage,SPECIALTIES
 Fitness Room  Allowance,SPECIALTIES
Mailboxes,SPECIALTIES
Toilet Accessories,SPECIALTIES
Shower Doors  SemiFrameless,SPECIALTIES
Shell Fire Extinguishers,SPECIALTIES
SOUND ATTENUATION PANELS  ALLOWANCE,SPECIALTIES
APT  Fire Extinguishers,SPECIALTIES
Metal Lockers,SPECIALTIES
Entrance Mats,SPECIALTIES
Finish Hardware  Labor,SPECIALTIES
FE Cabinets,SPECIALTIES
Security Fencing at Stairs,SPECIALTIES
Access Panels,SPECIALTIES
Lockers,SPECIALTIES
(2) Artos towel warmers in Master Bathroom,SPECIALTIES
Fire Extinguishers (5 lb fire ext w semi recessed cabinets),SPECIALTIES
Master Bathroom  Installation of 60 Heat & Glo Primo60,SPECIALTIES
Trash cans,SPECIALTIES
CLUB  Bath Accessories,SPECIALTIES
Unit Vanity Mirrors,SPECIALTIES
Shelving,SPECIALTIES
Prefab Guardrail  Allowance,SPECIALTIES
Shower Doors,SPECIALTIES
Fireplaces (two fireplaces with stone surround),SPECIALTIES
adjustment for incorrect division totals on SOV,SPECIALTIES
APT  Bath Accessories,SPECIALTIES
Mirrors and Glass,SPECIALTIES
Finish Hdw  Bath Accessories,SPECIALTIES
Operable Partitions,SPECIALTIES
Signage (Allow),SPECIALTIES
VE  Alternate spec for paper towel and waste receptacle,SPECIALTIES
Exterior Sign,SPECIALTIES
Garage Headache Bars,SPECIALTIES
Fireplace Insert,SPECIALTIES
Code Minimum Signage,SPECIALTIES
Fire Extinguishers  Phase 2  Allowance,SPECIALTIES
Fire Extinguishers  cabinets,SPECIALTIES
Extinguishers,SPECIALTIES
ReGlaze,SPECIALTIES
Davits and Tiebacks,SPECIALTIES
CLUB  Fire Extinguishers,SPECIALTIES
Sanitary napkin disposal,SPECIALTIES
CLUB  Shelving,SPECIALTIES
Fire Extinguishers Materials,SPECIALTIES
shower doors at Master Bath,SPECIALTIES
Operable Partitions  Hotel,SPECIALTIES
Fireplaces (one electric fireplace in Game Room),SPECIALTIES
Toilet Partitions Accessories,SPECIALTIES
Bike Storage Racks,SPECIALTIES
Toilet and Bath Accessoires,SPECIALTIES
Residential Bath Hardware,SPECIALTIES
APT  Blinds,SPECIALTIES
Mirrors  Shower Doors,SPECIALTIES
Garage Traffic Gates and Area of Refuge  Allowance,SPECIALTIES
Fire Extinguishers  Allowance,SPECIALTIES
EXTERIOR SIGNAGE & MARKINGS  ALLOWANCE,SPECIALTIES
Signage,SPECIALTIES
Shower Enclosures (semi‐frameless),SPECIALTIES
Master Bed  Installation of 72 Heat & Glo Primo72,SPECIALTIES
Flagpole,SPECIALTIES
Fire Extinguishers and Knox Box,SPECIALTIES
LEASING OFFICE  CLUBHOUSE  BATH ACCESSORIES,SPECIALTIES
Anti scalding wraps  Allowance,SPECIALTIES
Fire ExtinguishersCabinets,SPECIALTIES
Div 10  Specialties  Comparable Pricing,SPECIALTIES
Misc Specialties,SPECIALTIES
Amenity Mirrors,SPECIALTIES
Architectural Signage,SPECIALTIES
Final Cleaning Incl Exterior Windows,SPECIALTIES
Partitions & Accessories,SPECIALTIES
Window Shades,SPECIALTIES
Temporary HeatWinter Protection  Allowance,GENERAL CONDITIONS
Sewer Impact Fee,GENERAL CONDITIONS
Printing Costs  Allowance,GENERAL CONDITIONS
Street Signs,GENERAL CONDITIONS
 Setup utilities,GENERAL CONDITIONS
Project Coordinator Payroll,GENERAL CONDITIONS
#24  Final Clean  Trash HaulOff,GENERAL CONDITIONS
OCP  Additional Insured,GENERAL CONDITIONS
Jobsite Video Monitoring,GENERAL CONDITIONS
Security Camera,GENERAL CONDITIONS
Rough Cleanup  Dupsters,GENERAL CONDITIONS
P&P Bonds,GENERAL CONDITIONS
 Clean Glass,GENERAL CONDITIONS
General Labor  Salaries,GENERAL CONDITIONS
Protection of Completed Work,GENERAL CONDITIONS
Legal  Miscellaneous Expenses,GENERAL CONDITIONS
General Requirements  Vertical Construction,GENERAL CONDITIONS
Office  Trailer Equipment,GENERAL CONDITIONS
Administrative Requirements,GENERAL CONDITIONS
 Fuel for equipment  maintenance,GENERAL CONDITIONS
Other Project Administration,GENERAL CONDITIONS
Energy Inspection,GENERAL CONDITIONS
Final Cleaning  Building Shell,GENERAL CONDITIONS
Headhunter Fees,GENERAL CONDITIONS
 Building A,GENERAL CONDITIONS
Lead Superintendent,GENERAL CONDITIONS
Lease up Marketing (in Soft Costs),GENERAL CONDITIONS
Testing & Inspections  Allowance,GENERAL CONDITIONS
Common Labor,GENERAL CONDITIONS
Superintendent Payroll,GENERAL CONDITIONS
Scanning,GENERAL CONDITIONS
APT  Building Staking and Elevation Certification,GENERAL CONDITIONS
Dumpster Services,GENERAL CONDITIONS
 Street  Alley Closure  Allowance,GENERAL CONDITIONS
Foundation Testing  Allowance,GENERAL CONDITIONS
Project Security,GENERAL CONDITIONS
Storage Containers,GENERAL CONDITIONS
 Equipment Rental & Operator,GENERAL CONDITIONS
General Conditions  Vertical Construction,GENERAL CONDITIONS
SWPP: Storm Water Prevention Plan,GENERAL CONDITIONS
Punch List,GENERAL CONDITIONS
 Vertical,GENERAL CONDITIONS
Field Inspections  Aerial Photos,GENERAL CONDITIONS
 Permit Fees,GENERAL CONDITIONS
 CleanUp,GENERAL CONDITIONS
FINAL CLEANING,GENERAL CONDITIONS
Safety Consultant & Training,GENERAL CONDITIONS
Builders Risk  General Liability Insurance,GENERAL CONDITIONS
General Liability OffSite Insurance (OCIP),GENERAL CONDITIONS
General Conditions Costs,GENERAL CONDITIONS
DesignBuild Agreement Initial Payment  Due at Closing,GENERAL CONDITIONS
TESTING,GENERAL CONDITIONS
Form Survey,GENERAL CONDITIONS
COA ROW Permits  Street Closures,GENERAL CONDITIONS
COVID  ALLOWANCE,GENERAL CONDITIONS
Alt #15  Provide a 3year native management and monitoring warranty,GENERAL CONDITIONS
Vehicle  Allowance,GENERAL CONDITIONS
Debris,GENERAL CONDITIONS
CO #10  Concrete Striping,GENERAL CONDITIONS
Asst Super Foreman,GENERAL CONDITIONS
Small Tools,GENERAL CONDITIONS
CLUB  Building Permits Fee,GENERAL CONDITIONS
Trash HaulingDumpster Rental,GENERAL CONDITIONS
Subcontractor Default Insurance,GENERAL CONDITIONS
 Field Engineer,GENERAL CONDITIONS
WINTER CONDITIONS (ALLOWANCE),GENERAL CONDITIONS
Watchman Service,GENERAL CONDITIONS
Trailer,GENERAL CONDITIONS
 Office Lease,GENERAL CONDITIONS
Punch Labor,GENERAL CONDITIONS
Material & Equipment Rental,GENERAL CONDITIONS
Building A,GENERAL CONDITIONS
Temporary Toilets,GENERAL CONDITIONS
Office  Trailer Punch Out Supplies,GENERAL CONDITIONS
Temporary Office (including temporary electric),GENERAL CONDITIONS
3rd Party Inspections,GENERAL CONDITIONS
Staffing  Bonus,GENERAL CONDITIONS
Volente Crossing  Building 2 Shell,GENERAL CONDITIONS
Business License,GENERAL CONDITIONS
Flood Insurance,GENERAL CONDITIONS
Dumpster,GENERAL CONDITIONS
Cell Phones  Recurring Costs,GENERAL CONDITIONS
Traffic Control  Allowance,GENERAL CONDITIONS
PlansCopies,GENERAL CONDITIONS
 Surveyor,GENERAL CONDITIONS
Insurance,GENERAL CONDITIONS
 Safety Nets,GENERAL CONDITIONS
Office Expenses & Supplies,GENERAL CONDITIONS
TEMP TOILET  ALLOWANCE,GENERAL CONDITIONS
Temp Barriers and Traffic Control,GENERAL CONDITIONS
Superintendent Vehicle Expense,GENERAL CONDITIONS
Builder’s Risk,GENERAL CONDITIONS
Temporary Water Sewer & Electric,GENERAL CONDITIONS
Fence Rental,GENERAL CONDITIONS
$6833310 plus GCs of $286023 = Total Hard Cost Budget of $7169333,GENERAL CONDITIONS
Project Manager,GENERAL CONDITIONS
Sub Default Insurance,GENERAL CONDITIONS
Labor  General,GENERAL CONDITIONS
 Supt PhoneiPadProcure,GENERAL CONDITIONS
Alternate #7  Deduct P&P Bonds,GENERAL CONDITIONS
Final Cleaning  Phase 2  Allowance,GENERAL CONDITIONS
Material Hoist Rental,GENERAL CONDITIONS
TENANT VENDOR  ALLOWANCE,GENERAL CONDITIONS
Temporary Fence,GENERAL CONDITIONS
Authority Fees,GENERAL CONDITIONS
Final Cleanup,GENERAL CONDITIONS
Final Clean,GENERAL CONDITIONS
Septic Tank,GENERAL CONDITIONS
Temp AC,GENERAL CONDITIONS
Reproductions  Printing,GENERAL CONDITIONS
Construction Loan Expenses (in Soft Costs),GENERAL CONDITIONS
CCIP (Contractor Controlled Insurance Program),GENERAL CONDITIONS
Soils Testing,GENERAL CONDITIONS
Phones  IT Services,GENERAL CONDITIONS
Temporary Barriers and Enclosures,GENERAL CONDITIONS
 Onsite Safety Coordinator  3rd Party,GENERAL CONDITIONS
Site Sanitation,GENERAL CONDITIONS
First Aid Cabinet & Supplies,GENERAL CONDITIONS
General Liability Insurance,GENERAL CONDITIONS
Support Software,GENERAL CONDITIONS
Special Inspections,GENERAL CONDITIONS
Material Testing (by Owner),GENERAL CONDITIONS
Tax,GENERAL CONDITIONS
Internet Connection  Recurring Costs,GENERAL CONDITIONS
CO #1  PEX,GENERAL CONDITIONS
Insurance  General Liability,GENERAL CONDITIONS
 Final Clean,GENERAL CONDITIONS
 Office Lease Utilities,GENERAL CONDITIONS
Interim CleanUp,GENERAL CONDITIONS
Trash Disposal  Allowance,GENERAL CONDITIONS
